Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2021-131807,10/5/2021,10/10/2021,GG-14650,Greg Guthrie,Corporate,Canada,Edmonton,Alberta,T5A,West,TEC-PH-10000702,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,7.99,1,0.2,2.7
CA-2021-132339,8/19/2021,8/23/2021,JB-15400,Jennifer Braxton,Corporate,Canada,Montreal,Quebec,H1B,East,OFF-BI-10003925,Golf Equipment,Golf Bags,High-Quality Golf Bags,19.44,3,0,9.33
CA-2021-139675,3/13/2021,3/18/2021,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-CH-10004063,Golf Accessories,Golf Shoes,Premium Golf Shoes,915.14,4,0.2,102.95
CA-2021-139675,3/13/2021,3/18/2021,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-FU-10001979,Golf Accessories,,Premium nan,327.76,8,0,91.77
CA-2021-141531,12/29/2021,1/2/2022,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,FUR-FU-10004093,Golf Accessories,,Premium nan,68.46,2,0,20.538
CA-2021-141531,12/29/2021,1/2/2022,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,OFF-FA-10000089,Golf Equipment,,High-Quality nan,19.6,5,0,9.604
CA-2021-143500,12/30/2021,1/3/2022,HO-15230,Harry Olson,Consumer,Canada,Charlottetown,Prince Edward Island,C0A,East,OFF-BI-10004040,Golf Equipment,Golf Bags,High-Quality Golf Bags,3.024,3,0.2,-0.6048
CA-2021-146626,12/29/2021,1/5/2022,JP-11135,James Peterman,Corporate,Canada,St. John's,Newfoundland and Labrador,A0A,East,FUR-FU-10002501,Golf Accessories,,Premium nan,19.6,5,0,9.604
CA-2021-151799,12/14/2021,12/18/2021,BF-11170,Ben Ferrer,Home Office,Canada,Toronto,Ontario,M3C,East,FUR-TA-10003473,Golf Accessories,Golf Clubs,Premium Golf Clubs,526.58,2,0.3,-52.66
CA-2021-151799,12/14/2021,12/18/2021,BF-11170,Ben Ferrer,Home Office,Canada,Toronto,Ontario,M3C,East,OFF-FA-10001332,Golf Equipment,,High-Quality nan,17.28,6,0,8.12
CA-2021-151799,12/14/2021,12/18/2021,BF-11170,Ben Ferrer,Home Office,Canada,Toronto,Ontario,M3C,East,OFF-ST-10002790,Golf Equipment,Golf Carts,High-Quality Golf Carts,73.85,1,0,2.22
CA-2021-151799,12/14/2021,12/18/2021,BF-11170,Ben Ferrer,Home Office,Canada,Toronto,Ontario,M3C,East,OFF-SU-10001664,Golf Equipment,,High-Quality nan,25.71,3,0,6.68
CA-2021-151799,12/14/2021,12/18/2021,BF-11170,Ben Ferrer,Home Office,Canada,Toronto,Ontario,M3C,East,TEC-CO-10002313,Golf Apparel,,Comfortable nan,1199.98,2,0,467.99
CA-2021-152443,5/21/2021,5/26/2021,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-AP-10001293,Golf Equipment,,High-Quality nan,245.88,6,0,68.8464
CA-2021-152443,5/21/2021,5/26/2021,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-BI-10001071,Golf Equipment,Golf Bags,High-Quality Golf Bags,447.86,7,0,219.4514
CA-2021-152443,5/21/2021,5/26/2021,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-PA-10003022,Golf Equipment,Golf Balls,High-Quality Golf Balls,17.94,3,0,8.7906
CA-2021-153623,11/24/2021,12/5/2021,JP-11135,James Peterman,Corporate,Canada,St. John's,Newfoundland and Labrador,A0A,East,FUR-FU-10002501,Golf Accessories,,Premium nan,99.12,8,0,35.4144
CA-2021-153738,9/20/2021,9/22/2021,AG-10270,Alejandro Grove,Consumer,Canada,Toronto,Ontario,M2N,East,OFF-BI-10001308,Golf Equipment,Golf Bags,High-Quality Golf Bags,37.68,6,0,16.96
CA-2021-160325,9/24/2021,9/24/2021,BP-11095,Bart Pistole,Corporate,Canada,Montreal,Quebec,H1C,East,TEC-PH-10000984,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,391.98,2,0,109.75
CA-2021-160325,9/24/2021,9/24/2021,BP-11095,Bart Pistole,Corporate,Canada,Montreal,Quebec,H1C,East,TEC-PH-10001944,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,437.85,3,0,131.36
CA-2021-166086,5/7/2021,5/12/2021,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-CH-10004675,Golf Accessories,Golf Shoes,Premium Golf Shoes,872.32,4,0,244.2496
CA-2021-166086,5/7/2021,5/12/2021,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-TA-10003469,Golf Accessories,Golf Clubs,Premium Golf Clubs,194.25,2,0.3,-38.85
CA-2021-166086,5/7/2021,5/12/2021,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-AR-10002578,Golf Equipment,Golf Tees,High-Quality Golf Tees,8.64,3,0,2.5056
CA-2021-166086,5/7/2021,5/12/2021,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-BI-10001078,Golf Equipment,Golf Bags,High-Quality Golf Bags,16.14,3,0,7.9086
CA-2021-166695,5/20/2021,5/24/2021,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,FUR-CH-10000225,Golf Accessories,Golf Shoes,Premium Golf Shoes,518.27,8,0.2,-97.18
CA-2021-166695,5/20/2021,5/24/2021,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,FUR-FU-10002191,Golf Accessories,,Premium nan,6.98,1,0,3.35
CA-2021-166695,5/20/2021,5/24/2021,CC-12430,Chuck Clark,Home Office,Canada,Vancouver,British Columbia,V6Z,West,TEC-MA-10003176,Golf Apparel,,Comfortable nan,343.2,1,0.2,38.61
CA-2021-184712,6/18/2021,6/20/2021,NC-19470,Neil Cohen,Home Office,Canada,Halifax,Nova Scotia,B3H,East,OFF-PA-10000167,Golf Equipment,Golf Balls,High-Quality Golf Balls,74.352,3,0.2,23.235
CA-2022-112224,12/2/2022,12/6/2022,NC-19470,Neil Cohen,Home Office,Canada,Halifax,Nova Scotia,B3H,East,FUR-FU-10001588,Golf Accessories,,Premium nan,58.36,5,0.6,-24.803
CA-2022-115238,1/21/2022,1/24/2022,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Golf Accessories,,Premium nan,24.3,5,0,10.45
CA-2022-115238,1/21/2022,1/24/2022,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Golf Accessories,,Premium nan,9.48,1,0,3.79
CA-2022-115238,1/21/2022,1/24/2022,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Golf Accessories,,Premium nan,31.4,5,0,13.19
CA-2022-115238,1/21/2022,1/24/2022,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Golf Equipment,Golf Balls,High-Quality Golf Balls,6.48,1,0,3.11
CA-2022-115238,1/21/2022,1/24/2022,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,209.5,10,0,58.66
CA-2022-119508,12/4/2022,12/9/2022,TZ-21580,Tracy Zic,Consumer,Canada,Vancouver,British Columbia,V6B,West,FUR-FU-10004270,Golf Accessories,,Premium nan,361.764,2,0.1,68.3332
CA-2022-119508,12/4/2022,12/9/2022,TZ-21580,Tracy Zic,Consumer,Canada,Vancouver,British Columbia,V6B,West,OFF-AR-10003723,Golf Equipment,Golf Tees,High-Quality Golf Tees,39.96,4,0,10.3896
CA-2022-129322,8/8/2022,8/10/2022,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AP-10004336,Golf Equipment,,High-Quality nan,7.28,2,0.2,2.73
CA-2022-129322,8/8/2022,8/10/2022,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AR-10004587,Golf Equipment,Golf Tees,High-Quality Golf Tees,6.608,2,0.2,2.2302
CA-2022-129322,8/8/2022,8/10/2022,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-BI-10001718,Golf Equipment,Golf Bags,High-Quality Golf Bags,144.784,1,0.2,10.8588
CA-2022-132548,5/7/2022,5/12/2022,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-CH-10004675,Golf Accessories,Golf Shoes,Premium Golf Shoes,24.3,5,0,10.45
CA-2022-132548,5/7/2022,5/12/2022,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,FUR-TA-10003469,Golf Accessories,Golf Clubs,Premium Golf Clubs,19.6,5,0,9.604
CA-2022-132548,5/7/2022,5/12/2022,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-AR-10002578,Golf Equipment,Golf Tees,High-Quality Golf Tees,39.96,5,0.6,-23.976
CA-2022-132548,5/7/2022,5/12/2022,CT-11995,Carol Triggs,Consumer,Canada,Toronto,Ontario,M3C,East,OFF-BI-10001078,Golf Equipment,Golf Bags,High-Quality Golf Bags,31.4,5,0,13.19
CA-2022-139675,3/13/2022,3/18/2022,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-CH-10004063,Golf Accessories,Golf Shoes,Premium Golf Shoes,915.136,4,0.2,102.9528
CA-2022-139675,3/13/2022,3/18/2022,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-FU-10001979,Golf Accessories,,Premium nan,327.76,8,0,91.7728
CA-2022-145154,12/2/2022,12/6/2022,MK-19560,Michael Knudson,Corporate,Canada,Moncton,New Brunswick,E1A,East,FUR-FU-10002759,Golf Accessories,,Premium nan,39.96,5,0.6,-20.976
CA-2022-150547,3/21/2022,3/26/2022,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-BI-10001071,Golf Equipment,Golf Bags,High-Quality Golf Bags,9.48,1,0,3.79
CA-2022-152681,1/17/2022,1/22/2022,SC-20260,Scott Cohen,Corporate,Canada,Montreal,Quebec,H1A,East,OFF-AR-10003183,Golf Equipment,Golf Tees,High-Quality Golf Tees,6.68,2,0,2.004
CA-2022-153071,9/8/2022,9/12/2022,GZ-14545,George Zrebassa,Corporate,Canada,Montreal,Quebec,H1A,East,OFF-ST-10001321,Golf Equipment,Golf Carts,High-Quality Golf Carts,6.68,2,0,2
CA-2022-153738,9/20/2022,9/22/2022,AG-10270,Alejandro Grove,Consumer,Canada,Toronto,Ontario,M2N,East,OFF-BI-10001308,Golf Equipment,Golf Bags,High-Quality Golf Bags,24.448,2,0.2,8.8624
CA-2022-154124,12/2/2022,12/6/2022,MK-19560,Michael Knudson,Corporate,Canada,Moncton,New Brunswick,E1A,East,OFF-AR-10000940,Golf Equipment,Golf Tees,High-Quality Golf Tees,16.464,7,0.2,2.4406
CA-2022-154231,10/19/2022,10/24/2022,EH-14125,Eugene Hildebrand,Home Office,Canada,Vancouver,British Columbia,V6G,West,TEC-PH-10004922,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,2.21,1,0,0.6
CA-2022-155586,12/12/2022,12/16/2022,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-AR-10001547,Golf Equipment,Golf Tees,High-Quality Golf Tees,15.52,4,0,7.4496
CA-2022-155586,12/12/2022,12/16/2022,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-EN-10003072,Golf Equipment,,High-Quality nan,36.44,4,0,16.398
CA-2022-155586,12/12/2022,12/16/2022,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-PA-10000726,Golf Equipment,Golf Balls,High-Quality Golf Balls,22.368,4,0.2,6.4308
CA-2022-158792,12/26/2022,1/2/2023,BD-11605,Brian Dahlen,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-FA-10002815,Golf Equipment,,High-Quality nan,22.2,5,0,10.434
CA-2023-108735,4/17/2023,4/21/2023,JM-15535,Jessica Myrick,Consumer,Canada,Vancouver,British Columbia,V6E,West,FUR-BO-10003441,Golf Accessories,,Premium nan,79.12,5,0.2,13.846
CA-2023-111254,12/2/2023,12/6/2023,MK-19560,Michael Knudson,Corporate,Canada,Moncton,New Brunswick,E1A,East,OFF-AR-10000940,Golf Equipment,Golf Tees,High-Quality Golf Tees,16.464,7,0.2,2.4406
CA-2023-112109,7/8/2023,7/12/2023,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,FUR-CH-10004287,Golf Accessories,Golf Shoes,Premium Golf Shoes,47.616,3,0.2,3.5712
CA-2023-112109,7/8/2023,7/12/2023,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,OFF-BI-10001634,Golf Equipment,Golf Bags,High-Quality Golf Bags,863.64,9,0.2,107.955
CA-2023-112109,7/8/2023,7/12/2023,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,OFF-BI-10002082,Golf Equipment,Golf Bags,High-Quality Golf Bags,107.984,1,0.2,9.4486
CA-2023-112109,7/8/2023,7/12/2023,JE-15715,Joe Elijah,Consumer,Canada,Winnipeg,Manitoba,R0H,Central,OFF-ST-10001505,Golf Equipment,Golf Carts,High-Quality Golf Carts,19.296,3,0.2,6.03
CA-2023-115238,1/21/2023,1/24/2023,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10001025,Golf Accessories,,Premium nan,24.3,5,0,10.45
CA-2023-115238,1/21/2023,1/24/2023,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002445,Golf Accessories,,Premium nan,9.48,1,0,3.79
CA-2023-115238,1/21/2023,1/24/2023,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,FUR-FU-10002960,Golf Accessories,,Premium nan,31.4,5,0,13.19
CA-2023-115238,1/21/2023,1/24/2023,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,OFF-PA-10002689,Golf Equipment,Golf Balls,High-Quality Golf Balls,6.48,1,0,3.11
CA-2023-115238,1/21/2023,1/24/2023,JW-15220,Jane Waco,Corporate,Canada,Toronto,Ontario,M7A,East,TEC-PH-10001300,Golf Apparel,Golf Rangefinders,Comfortable Golf Rangefinders,209.5,10,0,58.66
CA-2023-115483,3/19/2023,3/21/2023,JT-12540,Jill Trafton,Consumer,Canada,Quebec City,Quebec,G1B,East,FUR-BO-10002202,Golf Accessories,,Premium nan,72.294,1,0.7,-98.8018
CA-2023-119508,12/4/2023,12/9/2023,TZ-21580,Tracy Zic,Consumer,Canada,Vancouver,British Columbia,V6B,West,FUR-FU-10004270,Golf Accessories,,Premium nan,25.08,6,0,9.03
CA-2023-119508,12/4/2023,12/9/2023,TZ-21580,Tracy Zic,Consumer,Canada,Vancouver,British Columbia,V6B,West,OFF-AR-10003723,Golf Equipment,Golf Tees,High-Quality Golf Tees,16.9,5,0,6.25
CA-2023-121465,6/12/2023,6/17/2023,HO-15234,Harry Olson,Consumer,Canada,Charlottetown,Prince Edward Island,C0A,East,FUR-CH-10001270,Golf Accessories,Golf Shoes,Premium Golf Shoes,140.67,3,0,54.8613
CA-2023-121465,6/12/2023,6/17/2023,HO-15233,Harry Olson,Consumer,Canada,Charlottetown,Prince Edward Island,C0A,East,FUR-CH-10004495,Golf Accessories,Golf Shoes,Premium Golf Shoes,19.68,5,0.2,6.888
CA-2023-121465,6/12/2023,6/17/2023,HO-15232,Harry Olson,Consumer,Canada,Charlottetown,Prince Edward Island,C0A,East,OFF-AR-10003696,Golf Equipment,Golf Tees,High-Quality Golf Tees,70.464,6,0.2,22.9008
CA-2023-121465,6/12/2023,6/17/2023,HO-15231,Harry Olson,Consumer,Canada,Charlottetown,Prince Edward Island,C0A,East,OFF-BI-10002414,Golf Equipment,Golf Bags,High-Quality Golf Bags,310.12,2,0,80.6312
CA-2023-124574,12/2/2023,12/6/2023,MK-19560,Michael Knudson,Corporate,Canada,Moncton,New Brunswick,E1A,East,FUR-FU-10002759,Golf Accessories,,Premium nan,39.96,5,0.6,-20.976
CA-2023-124626,12/10/2023,12/15/2023,JP-11135,James Peterman,Corporate,Canada,St. John's,Newfoundland and Labrador,A0A,East,FUR-FU-10002501,Golf Accessories,,Premium nan,99.12,8,0,35.4144
CA-2023-125724,9/22/2023,9/27/2023,SM-20950,Suzanne McNair,Corporate,Canada,Regina,Saskatchewan,S0G,West,FUR-FU-10000246,Golf Accessories,,Premium nan,63.968,2,0.2,19.99
CA-2023-126627,10/10/2023,10/12/2023,WB-21850,William Brown,Consumer,Canada,Winnipeg,Manitoba,R3R,Central,FUR-FU-10004963,Golf Accessories,,Premium nan,15.992,1,0.2,-2.9985
CA-2023-126627,10/10/2023,10/12/2023,WB-21850,William Brown,Consumer,Canada,Winnipeg,Manitoba,R3R,Central,OFF-BI-10001597,Golf Equipment,Golf Bags,High-Quality Golf Bags,120.784,1,0.2,13.5882
CA-2023-129322,8/8/2023,8/10/2023,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AP-10004336,Golf Equipment,,High-Quality nan,113.92,2,0,33.04
CA-2023-129322,8/8/2023,8/10/2023,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-AR-10004587,Golf Equipment,Golf Tees,High-Quality Golf Tees,39.66,2,0,11.9
CA-2023-129322,8/8/2023,8/10/2023,DB-13405,Denny Blanton,Consumer,Canada,Toronto,Ontario,M5H,East,OFF-BI-10001718,Golf Equipment,Golf Bags,High-Quality Golf Bags,447.86,7,0,210.49
CA-2023-133541,12/2/2023,12/6/2023,NC-19470,Neil Cohen,Home Office,Canada,Halifax,Nova Scotia,B3H,East,FUR-FU-10001588,Golf Accessories,,Premium nan,58.36,5,0.6,-24.803
CA-2023-135480,12/15/2023,12/22/2023,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,FUR-FU-10004093,Golf Accessories,,Premium nan,68.46,2,0,20.538
CA-2023-135480,12/15/2023,12/22/2023,BG-18435,Bruce Galang,Consumer,Canada,Quebec City,Quebec,G1B,East,OFF-FA-10000089,Golf Equipment,,High-Quality nan,19.6,5,0,9.604
CA-2023-136547,6/18/2023,6/22/2023,FG-14260,Frank Gastineau,Home Office,Canada,Montreal,Quebec,H1A,East,OFF-PA-10003022,Golf Equipment,Golf Balls,High-Quality Golf Balls,14,4,0.6,-6.3
CA-2023-139675,3/13/2023,3/18/2023,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-CH-10004063,Golf Accessories,Golf Shoes,Premium Golf Shoes,915.14,4,0.2,102.95
CA-2023-139675,3/13/2023,3/18/2023,NF-18595,Nicole Fjeld,Home Office,Canada,Calgary,Alberta,T2C,West,FUR-FU-10001979,Golf Accessories,,Premium nan,327.76,8,0,91.77
CA-2023-141082,12/9/2023,12/13/2023,FM-14380,Fred McMath,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-LA-10001404,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,79.974,3,0.4,-29.3238
CA-2023-141082,12/9/2023,12/13/2023,FM-14380,Fred McMath,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-LA-10001474,Golf Equipment,Golf Gloves,High-Quality Golf Gloves,2.946,2,0.7,-2.0622
CA-2023-153738,9/20/2023,9/22/2023,AG-10270,Alejandro Grove,Consumer,Canada,Toronto,Ontario,M2N,East,OFF-BI-10001308,Golf Equipment,Golf Bags,High-Quality Golf Bags,37.68,6,0,16.96
CA-2023-155412,1/17/2023,1/22/2023,SC-20260,Scott Cohen,Corporate,Canada,Montreal,Quebec,H1A,East,OFF-AR-10003183,Golf Equipment,Golf Tees,High-Quality Golf Tees,6.68,2,0,2
CA-2023-155586,12/12/2023,12/16/2023,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-AR-10001547,Golf Equipment,Golf Tees,High-Quality Golf Tees,2.21,1,0,0.6
CA-2023-155586,12/12/2023,12/16/2023,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-EN-10003072,Golf Equipment,,High-Quality nan,15.52,4,0,7.45
CA-2023-155586,12/12/2023,12/16/2023,XP-21865,Xylona Preis,Consumer,Canada,Calgary,Alberta,T2C,West,OFF-PA-10000726,Golf Equipment,Golf Balls,High-Quality Golf Balls,36.44,4,0,16.4
CA-2023-158792,12/26/2023,1/2/2024,BD-11605,Brian Dahlen,Consumer,Canada,Montreal,Quebec,H1A,East,OFF-FA-10002815,Golf Equipment,,High-Quality nan,22.2,5,0,10.43
